symbol,window,period,mult,vol_baseline,sharpe,drawdown,trades,win_rate,expectancy
AXISBANK,Dec-2024,20,1.4,1.027104,-0.041532,0.042352,257,29.18,-0.720390
AXISBANK,Dec-2024,20,1.6,1.027104,-0.038309,0.039172,217,28.11,-0.787178
AXISBANK,Dec-2024,20,1.8,1.027104,-0.034029,0.036558,188,28.72,-0.803818
AXISBANK,Dec-2024,20,2.0,1.027104,-0.044187,0.043716,171,23.98,-1.108839
AXISBANK,Dec-2024,20,2.2,1.027104,-0.034809,0.037165,144,27.08,-1.052851
AXISBANK,Dec-2024,20,2.4,1.027104,-0.027444,0.031835,126,26.19,-0.974187
AXISBANK,Dec-2024,20,2.6,1.027104,-0.026499,0.029394,113,28.32,-1.051405
AXISBANK,Dec-2024,20,2.8,1.027104,-0.020274,0.025873,101,27.72,-0.903548
AXISBANK,Dec-2024,20,3.0,1.027104,-0.022826,0.027001,92,27.17,-1.106881
AXISBANK,Dec-2024,30,1.4,1.027104,-0.041001,0.041303,260,29.23,-0.706740
AXISBANK,Dec-2024,30,1.6,1.027104,-0.041168,0.041769,222,27.03,-0.822118
AXISBANK,Dec-2024,30,1.8,1.027104,-0.036911,0.039860,188,28.72,-0.867281
AXISBANK,Dec-2024,30,2.0,1.027104,-0.036524,0.038143,163,25.15,-0.982782
AXISBANK,Dec-2024,30,2.2,1.027104,-0.034946,0.037367,144,26.39,-1.055509
AXISBANK,Dec-2024,30,2.4,1.027104,-0.032514,0.035964,132,25.76,-1.083647
AXISBANK,Dec-2024,30,2.6,1.027104,-0.024717,0.029036,114,27.19,-0.976171
AXISBANK,Dec-2024,30,2.8,1.027104,-0.021168,0.027455,99,29.29,-0.967320
AXISBANK,Dec-2024,30,3.0,1.027104,-0.025941,0.029260,95,27.37,-1.217727
AXISBANK,Dec-2024,40,1.4,1.027104,-0.042557,0.042960,261,29.50,-0.732320
AXISBANK,Dec-2024,40,1.6,1.027104,-0.039274,0.040169,219,27.85,-0.794556
AXISBANK,Dec-2024,40,1.8,1.027104,-0.041306,0.043576,193,26.42,-0.940765
AXISBANK,Dec-2024,40,2.0,1.027104,-0.038077,0.039314,165,26.67,-1.011025
AXISBANK,Dec-2024,40,2.2,1.027104,-0.039263,0.040656,147,25.17,-1.147211
AXISBANK,Dec-2024,40,2.4,1.027104,-0.034487,0.037583,132,26.52,-1.139769
AXISBANK,Dec-2024,40,2.6,1.027104,-0.029167,0.033248,118,26.27,-1.107570
AXISBANK,Dec-2024,40,2.8,1.027104,-0.022008,0.027923,101,28.71,-0.985213
AXISBANK,Dec-2024,40,3.0,1.027104,-0.023506,0.028679,95,26.32,-1.113510
AXISBANK,Dec-2024,60,1.4,1.027104,-0.044906,0.044947,262,28.63,-0.764819
AXISBANK,Dec-2024,60,1.6,1.027104,-0.039744,0.040775,219,26.48,-0.804504
AXISBANK,Dec-2024,60,1.8,1.027104,-0.039695,0.041018,191,27.23,-0.913711
AXISBANK,Dec-2024,60,2.0,1.027104,-0.040573,0.041747,171,26.90,-1.044249
AXISBANK,Dec-2024,60,2.2,1.027104,-0.034915,0.038241,148,26.35,-1.045538
AXISBANK,Dec-2024,60,2.4,1.027104,-0.034434,0.038063,134,26.12,-1.120521
AXISBANK,Dec-2024,60,2.6,1.027104,-0.029300,0.031965,116,25.86,-1.127930
AXISBANK,Dec-2024,60,2.8,1.027104,-0.026143,0.031402,105,27.62,-1.112747
AXISBANK,Dec-2024,60,3.0,1.027104,-0.024525,0.029915,94,23.40,-1.149637
AXISBANK,Dec-2024,80,1.4,1.027104,-0.046348,0.046967,262,27.10,-0.790761
AXISBANK,Dec-2024,80,1.6,1.027104,-0.037916,0.039411,216,26.39,-0.774534
AXISBANK,Dec-2024,80,1.8,1.027104,-0.039967,0.041081,193,25.91,-0.907438
AXISBANK,Dec-2024,80,2.0,1.027104,-0.040231,0.042138,171,25.73,-1.034344
AXISBANK,Dec-2024,80,2.2,1.027104,-0.040615,0.041699,153,24.84,-1.162446
AXISBANK,Dec-2024,80,2.4,1.027104,-0.036084,0.038658,132,27.27,-1.185903
AXISBANK,Dec-2024,80,2.6,1.027104,-0.027704,0.031775,116,27.59,-1.068005
AXISBANK,Dec-2024,80,2.8,1.027104,-0.026826,0.031590,105,27.62,-1.133566
AXISBANK,Dec-2024,80,3.0,1.027104,-0.022924,0.029458,93,23.66,-1.111012
AXISBANK,Dec-2024,120,1.4,1.027104,-0.047441,0.047710,262,25.57,-0.806373
AXISBANK,Dec-2024,120,1.6,1.027104,-0.040823,0.040766,219,27.40,-0.820411
AXISBANK,Dec-2024,120,1.8,1.027104,-0.040038,0.040268,192,26.56,-0.906560
AXISBANK,Dec-2024,120,2.0,1.027104,-0.039659,0.040386,171,25.15,-1.017825
AXISBANK,Dec-2024,120,2.2,1.027104,-0.036567,0.038114,152,24.34,-1.056033
AXISBANK,Dec-2024,120,2.4,1.027104,-0.041386,0.041512,136,24.26,-1.312318
AXISBANK,Dec-2024,120,2.6,1.027104,-0.030039,0.031761,119,26.89,-1.115088
AXISBANK,Dec-2024,120,2.8,1.027104,-0.026900,0.031546,107,28.04,-1.124947
AXISBANK,Dec-2024,120,3.0,1.027104,-0.024519,0.028759,95,26.32,-1.136322
AXISBANK,Dec-2024,160,1.4,1.027104,-0.048701,0.048783,264,25.76,-0.820589
AXISBANK,Dec-2024,160,1.6,1.027104,-0.040879,0.040802,218,27.06,-0.826150
AXISBANK,Dec-2024,160,1.8,1.027104,-0.039598,0.040081,191,27.75,-0.907198
AXISBANK,Dec-2024,160,2.0,1.027104,-0.038063,0.039264,171,26.32,-0.974423
AXISBANK,Dec-2024,160,2.2,1.027104,-0.041818,0.041680,158,23.42,-1.149834
AXISBANK,Dec-2024,160,2.4,1.027104,-0.039333,0.039745,138,24.64,-1.254024
AXISBANK,Dec-2024,160,2.6,1.027104,-0.033291,0.034867,122,24.59,-1.203330
AXISBANK,Dec-2024,160,2.8,1.027104,-0.028150,0.031258,110,28.18,-1.138482
AXISBANK,Dec-2024,160,3.0,1.027104,-0.024786,0.028426,95,27.37,-1.149332
AXISBANK,Dec-2024,180,1.4,1.027104,-0.046402,0.047200,262,26.72,-0.788776
AXISBANK,Dec-2024,180,1.6,1.027104,-0.041618,0.041664,218,27.06,-0.840408
AXISBANK,Dec-2024,180,1.8,1.027104,-0.039782,0.040654,191,27.75,-0.912247
AXISBANK,Dec-2024,180,2.0,1.027104,-0.037745,0.038625,171,26.32,-0.962808
AXISBANK,Dec-2024,180,2.2,1.027104,-0.041526,0.042466,158,23.42,-1.146552
AXISBANK,Dec-2024,180,2.4,1.027104,-0.038717,0.040773,139,25.18,-1.226208
AXISBANK,Dec-2024,180,2.6,1.027104,-0.033553,0.035907,123,24.39,-1.196592
AXISBANK,Dec-2024,180,2.8,1.027104,-0.027728,0.030246,108,28.70,-1.133204
AXISBANK,Dec-2024,180,3.0,1.027104,-0.025089,0.029136,95,27.37,-1.162499
AXISBANK,Dec-2024,240,1.4,1.027104,-0.047736,0.048530,266,27.82,-0.799579
AXISBANK,Dec-2024,240,1.6,1.027104,-0.039796,0.040397,217,28.57,-0.806318
AXISBANK,Dec-2024,240,1.8,1.027104,-0.037611,0.038814,189,27.51,-0.870581
AXISBANK,Dec-2024,240,2.0,1.027104,-0.039715,0.040525,173,25.43,-1.000822
AXISBANK,Dec-2024,240,2.2,1.027104,-0.038415,0.039936,155,24.52,-1.083265
AXISBANK,Dec-2024,240,2.4,1.027104,-0.039358,0.038590,140,23.57,-1.230273
AXISBANK,Dec-2024,240,2.6,1.027104,-0.034347,0.035347,122,25.41,-1.235832
AXISBANK,Dec-2024,240,2.8,1.027104,-0.033318,0.032994,109,25.69,-1.327988
AXISBANK,Dec-2024,240,3.0,1.027104,-0.025100,0.026768,94,28.72,-1.181469
AXISBANK,Jan-2025,20,1.4,1.064182,-0.024883,0.042056,276,31.16,-0.726702
AXISBANK,Jan-2025,20,1.6,1.064182,-0.025631,0.042508,244,30.74,-0.847280
AXISBANK,Jan-2025,20,1.8,1.064182,-0.018274,0.031805,199,28.64,-0.744857
AXISBANK,Jan-2025,20,2.0,1.064182,-0.018189,0.031460,176,29.55,-0.829789
AXISBANK,Jan-2025,20,2.2,1.064182,-0.019142,0.034304,156,29.49,-0.981254
AXISBANK,Jan-2025,20,2.4,1.064182,-0.020008,0.035201,143,26.57,-1.115525
AXISBANK,Jan-2025,20,2.6,1.064182,-0.020781,0.040063,130,26.15,-1.290692
AXISBANK,Jan-2025,20,2.8,1.064182,-0.019617,0.038477,118,27.97,-1.340837
AXISBANK,Jan-2025,20,3.0,1.064182,-0.018909,0.037100,105,26.67,-1.478211
AXISBANK,Jan-2025,30,1.4,1.064182,-0.027917,0.045794,281,30.25,-0.798911
AXISBANK,Jan-2025,30,1.6,1.064182,-0.024781,0.041267,243,32.10,-0.822549
AXISBANK,Jan-2025,30,1.8,1.064182,-0.023653,0.039080,208,26.92,-0.912463
AXISBANK,Jan-2025,30,2.0,1.064182,-0.017977,0.031286,173,28.90,-0.834360
AXISBANK,Jan-2025,30,2.2,1.064182,-0.020319,0.035520,158,27.85,-1.044801
AXISBANK,Jan-2025,30,2.4,1.064182,-0.020829,0.036976,145,26.90,-1.143794
AXISBANK,Jan-2025,30,2.6,1.064182,-0.019981,0.038018,129,27.91,-1.222605
AXISBANK,Jan-2025,30,2.8,1.064182,-0.020747,0.039806,118,27.97,-1.406903
AXISBANK,Jan-2025,30,3.0,1.064182,-0.017353,0.037453,105,23.81,-1.387408
AXISBANK,Jan-2025,40,1.4,1.064182,-0.027972,0.045845,284,29.58,-0.792035
AXISBANK,Jan-2025,40,1.6,1.064182,-0.025371,0.042057,245,31.02,-0.831142
AXISBANK,Jan-2025,40,1.8,1.064182,-0.023779,0.039486,209,27.27,-0.914941
AXISBANK,Jan-2025,40,2.0,1.064182,-0.022522,0.037793,183,26.78,-0.984352
AXISBANK,Jan-2025,40,2.2,1.064182,-0.017487,0.030736,155,28.39,-0.905208
AXISBANK,Jan-2025,40,2.4,1.064182,-0.020754,0.037256,145,27.59,-1.140560
AXISBANK,Jan-2025,40,2.6,1.064182,-0.018158,0.035859,126,27.78,-1.133904
AXISBANK,Jan-2025,40,2.8,1.064182,-0.018947,0.037084,115,27.83,-1.326077
AXISBANK,Jan-2025,40,3.0,1.064182,-0.015608,0.034379,102,25.49,-1.267840
AXISBANK,Jan-2025,60,1.4,1.064182,-0.030822,0.052080,292,29.45,-0.871880
AXISBANK,Jan-2025,60,1.6,1.064182,-0.029637,0.048141,254,28.35,-0.937075
AXISBANK,Jan-2025,60,1.8,1.064182,-0.025101,0.041628,212,27.83,-0.946616
AXISBANK,Jan-2025,60,2.0,1.064182,-0.023441,0.038859,184,26.09,-1.022200
AXISBANK,Jan-2025,60,2.2,1.064182,-0.021858,0.036754,164,27.44,-1.069483
AXISBANK,Jan-2025,60,2.4,1.064182,-0.020636,0.037213,146,28.77,-1.127789
AXISBANK,Jan-2025,60,2.6,1.064182,-0.017582,0.034938,125,28.00,-1.112786
AXISBANK,Jan-2025,60,2.8,1.064182,-0.015463,0.033424,113,26.55,-1.110969
AXISBANK,Jan-2025,60,3.0,1.064182,-0.015172,0.034145,101,27.72,-1.245272
AXISBANK,Jan-2025,80,1.4,1.064182,-0.031712,0.053683,294,28.91,-0.889820
AXISBANK,Jan-2025,80,1.6,1.064182,-0.031267,0.051131,257,28.02,-0.979249
AXISBANK,Jan-2025,80,1.8,1.064182,-0.023901,0.039165,210,28.10,-0.911148
AXISBANK,Jan-2025,80,2.0,1.064182,-0.023245,0.038684,186,28.49,-1.001674
AXISBANK,Jan-2025,80,2.2,1.064182,-0.023487,0.039496,167,26.35,-1.128771
AXISBANK,Jan-2025,80,2.4,1.064182,-0.021484,0.037159,147,27.89,-1.163732
AXISBANK,Jan-2025,80,2.6,1.064182,-0.018499,0.035779,128,28.12,-1.146034
AXISBANK,Jan-2025,80,2.8,1.064182,-0.015906,0.034314,115,26.09,-1.126876
AXISBANK,Jan-2025,80,3.0,1.064182,-0.016434,0.035692,102,26.47,-1.334658
AXISBANK,Jan-2025,120,1.4,1.064182,-0.033091,0.056077,298,28.52,-0.918136
AXISBANK,Jan-2025,120,1.6,1.064182,-0.031867,0.052297,258,27.52,-0.996704
AXISBANK,Jan-2025,120,1.8,1.064182,-0.027192,0.044705,217,26.73,-1.009398
AXISBANK,Jan-2025,120,2.0,1.064182,-0.023812,0.039395,189,28.04,-1.017448
AXISBANK,Jan-2025,120,2.2,1.064182,-0.025039,0.041722,170,27.65,-1.175531
AXISBANK,Jan-2025,120,2.4,1.064182,-0.023103,0.041596,148,28.38,-1.249488
AXISBANK,Jan-2025,120,2.6,1.064182,-0.018111,0.037327,131,28.24,-1.116975
AXISBANK,Jan-2025,120,2.8,1.064182,-0.015265,0.032837,113,25.66,-1.103208
AXISBANK,Jan-2025,120,3.0,1.064182,-0.016883,0.036365,105,25.71,-1.325092
AXISBANK,Jan-2025,160,1.4,1.064182,-0.035275,0.059599,302,27.15,-0.964283
AXISBANK,Jan-2025,160,1.6,1.064182,-0.030847,0.050992,260,26.92,-0.962017
AXISBANK,Jan-2025,160,1.8,1.064182,-0.028084,0.046214,220,26.82,-1.029925
AXISBANK,Jan-2025,160,2.0,1.064182,-0.025212,0.041684,191,27.23,-1.068020
AXISBANK,Jan-2025,160,2.2,1.064182,-0.022937,0.039373,168,27.98,-1.095195
AXISBANK,Jan-2025,160,2.4,1.064182,-0.022811,0.041133,148,29.73,-1.224712
AXISBANK,Jan-2025,160,2.6,1.064182,-0.020046,0.039612,133,27.82,-1.217637
AXISBANK,Jan-2025,160,2.8,1.064182,-0.016876,0.036742,116,25.86,-1.188875
AXISBANK,Jan-2025,160,3.0,1.064182,-0.017164,0.037276,103,27.18,-1.390676
AXISBANK,Jan-2025,180,1.4,1.064182,-0.036886,0.062289,305,26.56,-0.998893
AXISBANK,Jan-2025,180,1.6,1.064182,-0.031063,0.051344,260,26.92,-0.968786
AXISBANK,Jan-2025,180,1.8,1.064182,-0.028261,0.046571,220,26.36,-1.038038
AXISBANK,Jan-2025,180,2.0,1.064182,-0.025080,0.042027,191,28.27,-1.060385
AXISBANK,Jan-2025,180,2.2,1.064182,-0.023402,0.040114,168,27.98,-1.117236
AXISBANK,Jan-2025,180,2.4,1.064182,-0.021186,0.042156,149,28.86,-1.156324
AXISBANK,Jan-2025,180,2.6,1.064182,-0.021778,0.041525,136,27.21,-1.289657
AXISBANK,Jan-2025,180,2.8,1.064182,-0.017163,0.036941,117,27.35,-1.197752
AXISBANK,Jan-2025,180,3.0,1.064182,-0.017210,0.037366,103,26.21,-1.395042
AXISBANK,Jan-2025,240,1.4,1.064182,-0.035929,0.059567,304,26.97,-0.958894
AXISBANK,Jan-2025,240,1.6,1.064182,-0.030659,0.051093,259,27.03,-0.960740
AXISBANK,Jan-2025,240,1.8,1.064182,-0.027057,0.044616,218,26.61,-1.002740
AXISBANK,Jan-2025,240,2.0,1.064182,-0.023860,0.040088,190,28.42,-1.014938
AXISBANK,Jan-2025,240,2.2,1.064182,-0.025301,0.043469,171,28.07,-1.194577
AXISBANK,Jan-2025,240,2.4,1.064182,-0.022349,0.043233,151,28.48,-1.203119
AXISBANK,Jan-2025,240,2.6,1.064182,-0.022130,0.043009,136,27.21,-1.308242
AXISBANK,Jan-2025,240,2.8,1.064182,-0.017967,0.039004,117,28.21,-1.270952
AXISBANK,Jan-2025,240,3.0,1.064182,-0.016265,0.035813,101,28.71,-1.341236
AXISBANK,Feb-2025,20,1.4,0.898077,-0.018975,0.026223,266,27.82,-0.431258
AXISBANK,Feb-2025,20,1.6,0.898077,-0.017549,0.024581,231,29.00,-0.461067
AXISBANK,Feb-2025,20,1.8,0.898077,-0.015910,0.022477,199,29.65,-0.485604
AXISBANK,Feb-2025,20,2.0,0.898077,-0.010300,0.015744,169,31.95,-0.364883
AXISBANK,Feb-2025,20,2.2,0.898077,-0.005700,0.012084,140,35.00,-0.242617
AXISBANK,Feb-2025,20,2.4,0.898077,-0.000739,0.009825,117,36.75,-0.036099
AXISBANK,Feb-2025,20,2.6,0.898077,-0.001227,0.010676,107,39.25,-0.063680
AXISBANK,Feb-2025,20,2.8,0.898077,-0.002387,0.011551,96,36.46,-0.142973
AXISBANK,Feb-2025,20,3.0,0.898077,-0.003410,0.012177,88,35.23,-0.236299
AXISBANK,Feb-2025,30,1.4,0.898077,-0.018086,0.025522,265,27.92,-0.418339
AXISBANK,Feb-2025,30,1.6,0.898077,-0.016233,0.022908,228,28.95,-0.430429
AXISBANK,Feb-2025,30,1.8,0.898077,-0.015185,0.021557,197,30.46,-0.467170
AXISBANK,Feb-2025,30,2.0,0.898077,-0.007558,0.014120,160,32.50,-0.283822
AXISBANK,Feb-2025,30,2.2,0.898077,-0.004345,0.010803,140,34.29,-0.184687
AXISBANK,Feb-2025,30,2.4,0.898077,-0.000627,0.009526,117,35.90,-0.030575
AXISBANK,Feb-2025,30,2.6,0.898077,-0.001846,0.011162,107,38.32,-0.100959
AXISBANK,Feb-2025,30,2.8,0.898077,-0.001055,0.011051,97,38.14,-0.059539
AXISBANK,Feb-2025,30,3.0,0.898077,-0.002335,0.011947,88,32.95,-0.152773
AXISBANK,Feb-2025,40,1.4,0.898077,-0.019278,0.026833,269,28.25,-0.436487
AXISBANK,Feb-2025,40,1.6,0.898077,-0.014808,0.021196,228,28.95,-0.392892
AXISBANK,Feb-2025,40,1.8,0.898077,-0.013841,0.020011,195,31.79,-0.429000
AXISBANK,Feb-2025,40,2.0,0.898077,-0.007521,0.013557,159,32.08,-0.282048
AXISBANK,Feb-2025,40,2.2,0.898077,-0.005950,0.013835,141,32.62,-0.252215
AXISBANK,Feb-2025,40,2.4,0.898077,-0.001213,0.010357,118,34.75,-0.062186
AXISBANK,Feb-2025,40,2.6,0.898077,-0.002005,0.010863,109,36.70,-0.107384
AXISBANK,Feb-2025,40,2.8,0.898077,-0.003841,0.012972,102,34.31,-0.222889
AXISBANK,Feb-2025,40,3.0,0.898077,-0.003151,0.012118,91,35.16,-0.201116
AXISBANK,Feb-2025,60,1.4,0.898077,-0.021529,0.029722,273,27.84,-0.482995
AXISBANK,Feb-2025,60,1.6,0.898077,-0.013811,0.020131,223,29.60,-0.376246
AXISBANK,Feb-2025,60,1.8,0.898077,-0.010345,0.015928,189,32.28,-0.334275
AXISBANK,Feb-2025,60,2.0,0.898077,-0.006334,0.012997,160,33.12,-0.236542
AXISBANK,Feb-2025,60,2.2,0.898077,-0.004547,0.013005,139,33.09,-0.196144
AXISBANK,Feb-2025,60,2.4,0.898077,-0.005841,0.015232,125,32.80,-0.280500
AXISBANK,Feb-2025,60,2.6,0.898077,-0.002833,0.011589,111,35.14,-0.151517
AXISBANK,Feb-2025,60,2.8,0.898077,-0.000178,0.011109,97,36.08,-0.008933
AXISBANK,Feb-2025,60,3.0,0.898077,-0.004325,0.013208,93,35.48,-0.275414
AXISBANK,Feb-2025,80,1.4,0.898077,-0.022603,0.030580,274,28.83,-0.504918
AXISBANK,Feb-2025,80,1.6,0.898077,-0.013342,0.019595,222,30.18,-0.365862
AXISBANK,Feb-2025,80,1.8,0.898077,-0.010050,0.015623,187,32.09,-0.328148
AXISBANK,Feb-2025,80,2.0,0.898077,-0.005059,0.012059,158,34.18,-0.191711
AXISBANK,Feb-2025,80,2.2,0.898077,-0.003769,0.012524,138,34.06,-0.163077
AXISBANK,Feb-2025,80,2.4,0.898077,-0.004583,0.014037,124,33.87,-0.222624
AXISBANK,Feb-2025,80,2.6,0.898077,-0.004480,0.014194,114,35.09,-0.234857
AXISBANK,Feb-2025,80,2.8,0.898077,-0.001749,0.012010,100,35.00,-0.102796
AXISBANK,Feb-2025,80,3.0,0.898077,-0.000574,0.010415,89,38.20,-0.036431
AXISBANK,Feb-2025,120,1.4,0.898077,-0.020717,0.028368,266,28.95,-0.477770
AXISBANK,Feb-2025,120,1.6,0.898077,-0.014297,0.020881,224,30.36,-0.391311
AXISBANK,Feb-2025,120,1.8,0.898077,-0.008258,0.013376,184,32.61,-0.272433
AXISBANK,Feb-2025,120,2.0,0.898077,-0.005110,0.012034,157,33.12,-0.197004
AXISBANK,Feb-2025,120,2.2,0.898077,-0.004512,0.013761,139,33.81,-0.193438
AXISBANK,Feb-2025,120,2.4,0.898077,-0.003840,0.013522,125,34.40,-0.184038
AXISBANK,Feb-2025,120,2.6,0.898077,-0.003028,0.014246,113,37.17,-0.162471
AXISBANK,Feb-2025,120,2.8,0.898077,-0.000311,0.012797,97,37.11,-0.017110
AXISBANK,Feb-2025,120,3.0,0.898077,-0.001754,0.012187,92,36.96,-0.112106
AXISBANK,Feb-2025,160,1.4,0.898077,-0.019393,0.027241,264,29.55,-0.442615
AXISBANK,Feb-2025,160,1.6,0.898077,-0.014068,0.020558,223,31.84,-0.385834
AXISBANK,Feb-2025,160,1.8,0.898077,-0.008504,0.013665,183,32.79,-0.281815
AXISBANK,Feb-2025,160,2.0,0.898077,-0.005438,0.011583,158,33.54,-0.207428
AXISBANK,Feb-2025,160,2.2,0.898077,-0.005944,0.013222,140,32.86,-0.256943
AXISBANK,Feb-2025,160,2.4,0.898077,-0.002120,0.012828,122,36.07,-0.103944
AXISBANK,Feb-2025,160,2.6,0.898077,-0.002911,0.013146,114,38.60,-0.152247
AXISBANK,Feb-2025,160,2.8,0.898077,0.001010,0.011498,97,36.08,0.064373
AXISBANK,Feb-2025,160,3.0,0.898077,-0.002317,0.013566,93,38.71,-0.149461
AXISBANK,Feb-2025,180,1.4,0.898077,-0.017946,0.025584,260,30.00,-0.415595
AXISBANK,Feb-2025,180,1.6,0.898077,-0.013092,0.019347,221,31.67,-0.361907
AXISBANK,Feb-2025,180,1.8,0.898077,-0.009988,0.015476,187,32.09,-0.324220
AXISBANK,Feb-2025,180,2.0,0.898077,-0.005581,0.011243,159,32.70,-0.212688
AXISBANK,Feb-2025,180,2.2,0.898077,-0.006663,0.013165,141,32.62,-0.286321
AXISBANK,Feb-2025,180,2.4,0.898077,-0.001839,0.012218,122,36.07,-0.090336
AXISBANK,Feb-2025,180,2.6,0.898077,-0.002142,0.013077,113,38.94,-0.112414
AXISBANK,Feb-2025,180,2.8,0.898077,0.001111,0.011188,97,37.11,0.070559
AXISBANK,Feb-2025,180,3.0,0.898077,-0.001585,0.013516,93,37.63,-0.101601
AXISBANK,Feb-2025,240,1.4,0.898077,-0.016599,0.024534,261,31.03,-0.383158
AXISBANK,Feb-2025,240,1.6,0.898077,-0.014698,0.020737,225,32.00,-0.396140
AXISBANK,Feb-2025,240,1.8,0.898077,-0.010965,0.016718,189,31.75,-0.353627
AXISBANK,Feb-2025,240,2.0,0.898077,-0.007681,0.013193,161,31.06,-0.289531
AXISBANK,Feb-2025,240,2.2,0.898077,-0.006313,0.012321,140,33.57,-0.272901
AXISBANK,Feb-2025,240,2.4,0.898077,-0.002850,0.012778,122,36.07,-0.140237
AXISBANK,Feb-2025,240,2.6,0.898077,-0.000712,0.011824,111,39.64,-0.038207
AXISBANK,Feb-2025,240,2.8,0.898077,-0.000902,0.011688,100,38.00,-0.051580
AXISBANK,Feb-2025,240,3.0,0.898077,-0.001382,0.012635,92,36.96,-0.085822
AXISBANK,Mar-2025,20,1.4,0.937839,-0.008830,0.017490,266,29.32,-0.245801
AXISBANK,Mar-2025,20,1.6,0.937839,-0.007032,0.017637,222,32.43,-0.235419
AXISBANK,Mar-2025,20,1.8,0.937839,-0.002196,0.010311,186,35.48,-0.087569
AXISBANK,Mar-2025,20,2.0,0.937839,-0.000965,0.007408,160,34.38,-0.044582
AXISBANK,Mar-2025,20,2.2,0.937839,0.002517,0.006098,138,36.23,0.136700
AXISBANK,Mar-2025,20,2.4,0.937839,0.001761,0.007091,121,37.19,0.105340
AXISBANK,Mar-2025,20,2.6,0.937839,0.002406,0.006605,110,39.09,0.190497
AXISBANK,Mar-2025,20,2.8,0.937839,0.008230,0.005779,91,42.86,0.722425
AXISBANK,Mar-2025,20,3.0,0.937839,0.004947,0.007201,87,41.38,0.469202
AXISBANK,Mar-2025,30,1.4,0.937839,-0.010639,0.020518,270,28.15,-0.297555
AXISBANK,Mar-2025,30,1.6,0.937839,-0.005269,0.015954,220,33.18,-0.177761
AXISBANK,Mar-2025,30,1.8,0.937839,-0.002181,0.011449,185,36.22,-0.088209
AXISBANK,Mar-2025,30,2.0,0.937839,-0.001561,0.009246,160,34.38,-0.072893
AXISBANK,Mar-2025,30,2.2,0.937839,0.001715,0.006667,139,35.97,0.094381
AXISBANK,Mar-2025,30,2.4,0.937839,0.003927,0.005831,118,40.68,0.246631
AXISBANK,Mar-2025,30,2.6,0.937839,0.002084,0.008410,108,38.89,0.167777
AXISBANK,Mar-2025,30,2.8,0.937839,0.007280,0.007059,93,44.09,0.624038
AXISBANK,Mar-2025,30,3.0,0.937839,0.005020,0.008069,88,42.05,0.473134
AXISBANK,Mar-2025,40,1.4,0.937839,-0.012105,0.020331,272,29.04,-0.326256
AXISBANK,Mar-2025,40,1.6,0.937839,-0.007737,0.017485,228,31.58,-0.253484
AXISBANK,Mar-2025,40,1.8,0.937839,-0.000808,0.011283,182,35.71,-0.032920
AXISBANK,Mar-2025,40,2.0,0.937839,-0.000604,0.008678,157,35.67,-0.028808
AXISBANK,Mar-2025,40,2.2,0.937839,0.003088,0.006326,134,37.31,0.175033
AXISBANK,Mar-2025,40,2.4,0.937839,0.001219,0.007482,124,37.90,0.073106
AXISBANK,Mar-2025,40,2.6,0.937839,0.002211,0.008090,108,40.74,0.177521
AXISBANK,Mar-2025,40,2.8,0.937839,0.004341,0.008612,98,40.82,0.366255
AXISBANK,Mar-2025,40,3.0,0.937839,0.005363,0.007569,88,42.05,0.494203
AXISBANK,Mar-2025,60,1.4,0.937839,-0.009073,0.019102,269,30.86,-0.249990
AXISBANK,Mar-2025,60,1.6,0.937839,-0.007572,0.016003,225,32.89,-0.249660
AXISBANK,Mar-2025,60,1.8,0.937839,-0.005285,0.015718,193,33.16,-0.202534
AXISBANK,Mar-2025,60,2.0,0.937839,0.000825,0.008590,155,36.13,0.040175
AXISBANK,Mar-2025,60,2.2,0.937839,0.002331,0.007561,138,35.51,0.128982
AXISBANK,Mar-2025,60,2.4,0.937839,0.002152,0.009113,123,36.59,0.131006
AXISBANK,Mar-2025,60,2.6,0.937839,0.000929,0.009242,112,39.29,0.088513
AXISBANK,Mar-2025,60,2.8,0.937839,0.002024,0.008562,102,36.27,0.180265
AXISBANK,Mar-2025,60,3.0,0.937839,0.004424,0.008438,90,37.78,0.408127
AXISBANK,Mar-2025,80,1.4,0.937839,-0.007127,0.016529,262,32.06,-0.200942
AXISBANK,Mar-2025,80,1.6,0.937839,-0.006406,0.014867,225,34.22,-0.213202
AXISBANK,Mar-2025,80,1.8,0.937839,-0.004007,0.013896,190,34.21,-0.154851
AXISBANK,Mar-2025,80,2.0,0.937839,-0.000649,0.009108,160,35.62,-0.030838
AXISBANK,Mar-2025,80,2.2,0.937839,0.003071,0.007969,138,36.96,0.170023
AXISBANK,Mar-2025,80,2.4,0.937839,0.002764,0.009964,122,36.07,0.169585
AXISBANK,Mar-2025,80,2.6,0.937839,0.001845,0.008599,111,35.14,0.151604
AXISBANK,Mar-2025,80,2.8,0.937839,0.000539,0.009017,103,33.98,0.067744
AXISBANK,Mar-2025,80,3.0,0.937839,0.002224,0.009536,93,33.33,0.213697
AXISBANK,Mar-2025,120,1.4,0.937839,-0.006205,0.016771,258,32.17,-0.178443
AXISBANK,Mar-2025,120,1.6,0.937839,-0.003550,0.014440,221,34.84,-0.121353
AXISBANK,Mar-2025,120,1.8,0.937839,-0.002847,0.012669,189,36.51,-0.111624
