fast,slow,sharpe,max_dd,trades,win%
200,1680,0.017,0.4011,34,44.1
240,1560,0.0165,0.4156,32,37.5
200,1640,0.0164,0.4414,34,35.3
200,1600,0.0159,0.4244,33,36.4
200,1720,0.0158,0.4262,32,34.4
240,1640,0.0157,0.4184,31,35.5
240,1520,0.0156,0.448,32,37.5
240,1600,0.0156,0.4215,33,33.3
240,1680,0.0156,0.4339,33,33.3
200,1480,0.0155,0.4976,36,36.1
200,1520,0.0154,0.4773,36,33.3
520,1400,0.0152,0.5195,25,44.0
240,1720,0.0151,0.402,30,36.7
240,1480,0.015,0.4539,33,36.4
280,1600,0.015,0.4733,31,38.7
280,1520,0.0149,0.4815,30,40.0
520,1520,0.0149,0.5474,24,41.7
200,1560,0.0148,0.4689,35,34.3
520,1360,0.0148,0.587,26,42.3
120,1720,0.0146,0.4306,45,33.3
280,1560,0.0145,0.4766,30,40.0
480,1560,0.0145,0.5662,25,44.0
520,1480,0.0145,0.5531,24,45.8
280,1680,0.0144,0.421,31,35.5
440,1560,0.0144,0.5338,26,46.2
480,1440,0.0143,0.6052,28,35.7
480,1520,0.0143,0.5572,26,38.5
520,1440,0.0143,0.5217,25,40.0
80,1520,0.0141,0.4081,61,27.9
80,1640,0.0141,0.4196,55,27.3
280,1480,0.0141,0.4897,33,42.4
120,1520,0.014,0.4806,46,39.1
120,1680,0.014,0.4045,47,31.9
440,1760,0.014,0.4706,26,42.3
480,1400,0.014,0.5959,26,46.2
560,1640,0.014,0.5866,24,54.2
280,1640,0.0139,0.4622,32,40.6
320,1520,0.0139,0.4566,29,37.9
520,1680,0.0139,0.5709,24,58.3
160,1720,0.0138,0.4902,37,37.8
440,1520,0.0138,0.5301,26,46.2
480,1720,0.0138,0.5149,25,48.0
560,1440,0.0138,0.4702,24,41.7
560,1680,0.0138,0.614,23,52.2
80,1720,0.0137,0.4025,55,36.4
480,1680,0.0137,0.5335,25,44.0
720,1240,0.0136,0.5412,26,46.2
120,1560,0.0135,0.4662,49,34.7
480,1480,0.0135,0.5711,27,40.7
520,1560,0.0135,0.5833,24,45.8
160,1480,0.0134,0.4554,43,41.9
280,1720,0.0134,0.4273,30,40.0
480,1640,0.0134,0.5603,25,44.0
520,440,0.0134,0.5641,58,69.0
160,1680,0.0133,0.4026,38,31.6
320,1480,0.0133,0.4943,31,32.3
560,1360,0.0133,0.4831,26,46.2
120,1480,0.0132,0.5063,46,34.8
160,1520,0.0132,0.4763,39,33.3
440,1720,0.0132,0.5042,26,42.3
560,1480,0.0132,0.5261,24,45.8
80,1680,0.0131,0.3814,58,31.0
120,1600,0.0131,0.4495,47,29.8
320,1560,0.0131,0.5292,29,34.5
600,1440,0.0131,0.5662,23,43.5
640,1400,0.0131,0.5569,23,47.8
440,1640,0.013,0.5755,27,40.7
520,1600,0.013,0.596,24,45.8
560,1400,0.013,0.499,25,40.0
560,1520,0.013,0.5388,24,45.8
600,1400,0.013,0.5806,24,45.8
600,1800,0.013,0.5211,22,50.0
720,1320,0.013,0.5489,24,41.7
80,1480,0.0129,0.4441,58,29.3
440,1680,0.0129,0.5442,26,42.3
480,1600,0.0129,0.5694,25,44.0
520,1280,0.0129,0.5936,29,44.8
520,1320,0.0129,0.5435,28,42.9
520,1640,0.0129,0.6049,24,45.8
560,1600,0.0129,0.5794,24,45.8
560,1720,0.0129,0.5725,24,45.8
600,1280,0.0129,0.5188,25,44.0
600,1360,0.0129,0.5745,26,42.3
600,1640,0.0129,0.5685,23,47.8
640,1320,0.0129,0.5962,25,44.0
640,1360,0.0129,0.5637,24,41.7
640,1600,0.0129,0.6031,23,47.8
680,1360,0.0129,0.5373,23,43.5
760,1200,0.0129,0.5683,26,42.3
360,1600,0.0128,0.4513,28,46.4
360,1640,0.0128,0.4707,28,50.0
440,1480,0.0128,0.5545,27,44.4
520,480,0.0128,0.6145,59,69.5
600,1320,0.0128,0.5491,25,48.0
680,1400,0.0128,0.5826,23,43.5
720,1360,0.0128,0.5362,23,43.5
880,1160,0.0128,0.5263,26,50.0
120,1640,0.0127,0.436,47,27.7
320,1640,0.0127,0.5654,30,36.7
320,1720,0.0127,0.4657,30,40.0
360,1480,0.0127,0.4417,30,36.7
480,1760,0.0127,0.4952,25,52.0
920,1160,0.0127,0.5723,25,52.0
160,1560,0.0126,0.4599,39,33.3
160,1600,0.0126,0.4571,39,33.3
320,1600,0.0126,0.5423,29,34.5
560,1280,0.0126,0.5359,26,42.3
640,1680,0.0126,0.5566,23,47.8
640,1760,0.0126,0.5711,24,50.0
680,1560,0.0126,0.5931,23,47.8
720,1520,0.0126,0.6167,23,47.8
800,1160,0.0126,0.5919,26,46.2
80,1600,0.0125,0.4582,55,23.6
360,1520,0.0125,0.467,29,37.9
640,1800,0.0125,0.4918,21,47.6
760,1280,0.0125,0.5654,26,46.2
760,1320,0.0125,0.532,24,41.7
760,1360,0.0125,0.553,23,47.8
320,1680,0.0124,0.4962,31,38.7
400,1760,0.0124,0.4617,28,35.7
600,1480,0.0124,0.6101,23,47.8
680,1280,0.0124,0.5285,26,42.3
680,1320,0.0124,0.5817,25,44.0
760,1160,0.0124,0.5981,26,50.0
560,1320,0.0123,0.5749,27,37.0
560,1760,0.0123,0.6204,24,41.7
720,360,0.0123,0.5434,52,69.2
800,1280,0.0123,0.5539,26,50.0
360,1560,0.0122,0.4282,28,42.9
400,1560,0.0122,0.5036,28,42.9
520,1760,0.0122,0.4834,25,44.0
560,440,0.0122,0.6129,56,71.4
600,1560,0.0122,0.6062,24,45.8
600,1680,0.0122,0.5832,23,47.8
640,1280,0.0122,0.5587,26,42.3
680,400,0.0122,0.5503,51,66.7
680,1240,0.0122,0.6052,26,42.3
840,1200,0.0122,0.5528,26,46.2
600,1600,0.0121,0.6122,24,45.8
640,1440,0.0121,0.6016,23,43.5
640,1520,0.0121,0.611,23,47.8
680,1160,0.0121,0.5901,28,46.4
720,1280,0.0121,0.6541,26,38.5
720,1480,0.0121,0.6071,23,47.8
640,1640,0.012,0.5578,23,47.8
720,1200,0.012,0.5268,26,46.2
800,1200,0.012,0.586,26,46.2
800,1320,0.012,0.549,24,45.8
840,1320,0.012,0.5945,23,52.2
1000,480,0.012,0.5223,38,71.1
160,1640,0.0119,0.4533,42,33.3
440,1600,0.0119,0.5746,27,40.7
640,1480,0.0119,0.627,23,43.5
880,1200,0.0119,0.5478,26,46.2
920,1200,0.0119,0.6079,24,54.2
1000,520,0.0119,0.4798,37,67.6
600,1160,0.0118,0.6251,28,46.4
640,1560,0.0118,0.6593,24,45.8
400,1600,0.0117,0.537,28,39.3
400,1640,0.0117,0.536,28,39.3
520,1720,0.0117,0.5338,25,52.0
560,400,0.0117,0.557,57,68.4
680,1440,0.0117,0.622,23,47.8
680,1600,0.0117,0.6597,23,47.8
760,1240,0.0117,0.6865,26,42.3
840,1160,0.0117,0.584,26,46.2
960,1160,0.0117,0.5868,25,48.0
80,1560,0.0116,0.4774,55,25.5
680,360,0.0116,0.6107,52,67.3
680,1200,0.0116,0.6085,26,46.2
680,1520,0.0116,0.6091,23,47.8
720,1400,0.0116,0.6013,23,47.8
800,1240,0.0116,0.5402,26,42.3
840,1240,0.0116,0.6167,26,50.0
400,1720,0.0115,0.5168,28,35.7
600,1520,0.0115,0.6086,24,41.7
720,1160,0.0115,0.6357,27,44.4
400,1480,0.0114,0.5349,30,36.7
400,1520,0.0114,0.5234,28,39.3
800,1360,0.0114,0.6003,23,47.8
1000,1160,0.0114,0.5649,24,45.8
720,320,0.0113,0.6764,54,68.5
720,1440,0.0113,0.6362,23,47.8
240,320,0.0112,0.8375,84,48.8
600,1760,0.0112,0.6256,24,41.7
760,1520,0.0112,0.6099,22,45.5
800,1480,0.0112,0.5578,22,45.5
880,1360,0.0112,0.5892,22,50.0
1000,360,0.0112,0.6009,42,69.0
480,440,0.0111,0.519,59,62.7
640,1240,0.0111,0.6568,27,44.4
680,1480,0.0111,0.6338,23,47.8
720,1560,0.0111,0.6939,23,52.2
880,280,0.0111,0.4999,52,71.2
960,1200,0.0111,0.6003,24,45.8
360,1680,0.011,0.5147,29,37.9
880,1240,0.011,0.6397,25,52.0
1000,1400,0.011,0.6031,22,50.0
360,1720,0.0109,0.5204,28,35.7
560,1240,0.0109,0.682,28,42.9
640,1160,0.0109,0.5968,28,39.3
720,400,0.0109,0.4786,48,68.8
720,920,0.0109,0.597,31,48.4
760,1400,0.0109,0.6112,23,47.8
760,1440,0.0109,0.6151,23,47.8
1000,600,0.0109,0.5083,33,69.7
880,1400,0.0108,0.5648,22,50.0
960,1400,0.0108,0.4993,22,45.5
680,1800,0.0107,0.6405,22,45.5
760,720,0.0107,0.6731,36,63.9
840,1280,0.0107,0.6152,25,48.0
920,1240,0.0107,0.6073,24,45.8
920,1320,0.0107,0.5838,24,45.8
960,1440,0.0107,0.5913,22,50.0
400,1680,0.0106,0.5479,28,35.7
560,1560,0.0106,0.5668,24,45.8
600,1240,0.0106,0.7399,28,42.9
640,1200,0.0106,0.7061,27,44.4
840,1400,0.0106,0.5847,22,50.0
840,1440,0.0106,0.6013,22,45.5
920,1280,0.0106,0.6014,25,44.0
960,680,0.0106,0.6194,32,68.8
1000,1240,0.0106,0.4914,24,45.8
600,400,0.0105,0.5933,55,67.3
600,440,0.0105,0.5676,54,66.7
640,1720,0.0105,0.6011,24,45.8
680,1680,0.0105,0.5861,23,43.5
800,1520,0.0105,0.5593,22,45.5
960,600,0.0105,0.6604,35,68.6
960,640,0.0105,0.5095,33,69.7
640,440,0.0104,0.597,51,66.7
680,1760,0.0104,0.6487,22,40.9
800,1440,0.0104,0.6203,22,50.0
960,1240,0.0104,0.5905,24,45.8
1000,1200,0.0104,0.5424,24,45.8
560,480,0.0103,0.5806,53,66.0
560,1200,0.0103,0.6921,31,38.7
640,360,0.0103,0.6992,54,66.7
680,1640,0.0103,0.637,24,50.0
760,1560,0.0103,0.6783,22,45.5
880,1320,0.0103,0.624,24,50.0
920,1360,0.0103,0.5905,23,47.8
1000,1480,0.0103,0.5867,22,45.5
520,400,0.0102,0.5228,58,58.6
680,440,0.0102,0.5183,49,71.4
720,280,0.0102,0.6233,57,73.7
720,1600,0.0102,0.6821,23,43.5
840,1360,0.0102,0.6063,23,47.8
1000,400,0.0102,0.5522,42,66.7
600,1720,0.0101,0.6244,24,41.7
640,400,0.0101,0.5551,52,65.4
680,1720,0.0101,0.5555,23,47.8
840,1840,0.0101,0.8338,19,47.4
960,1280,0.0101,0.5415,24,45.8
840,1560,0.01,0.6502,22,50.0
920,1400,0.01,0.5579,22,40.9
960,520,0.01,0.5986,36,69.4
1000,320,0.01,0.6222,46,71.7
280,320,0.0099,0.875,81,49.4
600,1120,0.0099,0.7134,32,43.8
600,1200,0.0099,0.6955,28,39.3
920,1480,0.0099,0.6263,22,45.5
400,1240,0.0098,0.7876,33,39.4
760,1480,0.0098,0.5857,24,45.8
840,1520,0.0098,0.6047,22,40.9
880,1480,0.0098,0.6194,22,45.5
920,280,0.0098,0.6315,51,68.6
960,320,0.0098,0.6385,46,73.9
1000,1440,0.0098,0.6615,22,45.5
640,240,0.0097,0.5728,64,65.6
840,1480,0.0097,0.6466,22,45.5
1000,240,0.0097,0.6415,54,70.4
1000,440,0.0097,0.5768,37,70.3
600,480,0.0096,0.6678,52,61.5
680,320,0.0096,0.6276,56,66.1
800,1400,0.0096,0.6329,24,50.0
880,1440,0.0096,0.6211,22,40.9
920,1440,0.0096,0.6763,22,50.0
960,440,0.0096,0.6786,37,64.9
1000,680,0.0096,0.8754,29,79.3
200,1360,0.0095,0.7875,41,43.9
400,840,0.0095,1.0283,43,46.5
880,1280,0.0095,0.6203,25,44.0
920,1520,0.0095,0.6932,22,45.5
960,360,0.0095,0.6186,42,69.0
1000,640,0.0095,0.5876,32,68.8
1000,1360,0.0095,0.699,23,43.5
760,1760,0.0094,0.835,22,40.9
920,1800,0.0094,0.8972,19,42.1
960,280,0.0094,0.6301,48,72.9
960,1320,0.0094,0.577,23,43.5
960,1480,0.0094,0.6831,22,45.5
960,1520,0.0094,0.6528,22,45.5
1000,280,0.0094,0.6591,48,68.8
1000,560,0.0094,0.4778,34,67.6
1000,1320,0.0094,0.5889,23,43.5
440,840,0.0093,1.0462,38,52.6
680,600,0.0093,0.7174,42,69.0
720,640,0.0093,0.6107,40,65.0
800,1840,0.0093,0.8698,20,40.0
960,1360,0.0093,0.5494,23,39.1
400,880,0.0092,1.0457,40,50.0
680,240,0.0092,0.5493,64,65.6
680,640,0.0092,0.7035,41,65.9
720,600,0.0092,0.7013,41,68.3
800,1560,0.0092,0.6149,22,45.5
800,1640,0.0092,0.8273,22,54.5
800,1720,0.0092,0.8347,22,45.5
880,240,0.0092,0.5396,54,66.7
200,1320,0.0091,0.7876,42,42.9
680,280,0.0091,0.5543,60,66.7
720,1760,0.0091,0.8116,22,45.5
920,320,0.0091,0.6712,45,64.4
960,560,0.0091,0.5666,35,62.9
240,1320,0.009,0.7875,41,39.0
440,800,0.009,1.0348,43,48.8
560,360,0.009,0.5261,58,63.8
760,640,0.009,0.5378,38,60.5
800,1680,0.009,0.8315,22,45.5
840,1800,0.009,0.9415,21,38.1
880,1800,0.009,0.9312,20,45.0
920,480,0.009,0.5292,36,66.7
960,400,0.009,0.6091,38,71.1
1000,1520,0.009,0.6776,22,45.5
800,1760,0.0089,0.8879,21,42.9
880,1520,0.0089,0.7278,22,45.5
960,1760,0.0089,0.9469,20,45.0
960,1800,0.0089,0.9224,19,42.1
200,1240,0.0088,0.7876,44,43.2
360,880,0.0088,1.0157,43,51.2
480,880,0.0088,1.0317,38,50.0
760,1600,0.0088,0.7251,22,45.5
920,1760,0.0088,0.9663,21,33.3
440,760,0.0087,1.0317,44,47.7
520,360,0.0087,0.5962,60,61.7
600,360,0.0087,0.5973,58,62.1
760,680,0.0087,0.7792,37,62.2
840,1600,0.0087,0.79,22,50.0
1000,1280,0.0087,0.5656,23,39.1
480,760,0.0086,1.0417,42,45.2
640,480,0.0086,0.6942,47,63.8
720,1800,0.0086,0.8716,22,40.9
840,1760,0.0086,0.9399,21,38.1
880,1560,0.0086,0.7671,23,43.5
920,240,0.0086,0.5977,53,66.0
960,480,0.0086,0.5383,37,64.9
80,320,0.0085,0.9929,140,42.9
240,1280,0.0085,0.7876,42,40.5
480,360,0.0085,0.6527,64,62.5
600,840,0.0085,1.0517,36,44.4
720,1640,0.0085,0.7356,23,43.5
880,320,0.0085,0.6098,50,66.0
920,1720,0.0085,0.9959,21,42.9
920,1840,0.0085,1.0074,19,42.1
960,240,0.0085,0.6745,53,66.0
960,1560,0.0085,0.7722,22,45.5
640,320,0.0084,0.5318,56,62.5
760,1800,0.0084,0.9321,22,40.9
800,1600,0.0084,0.7283,22,40.9
920,360,0.0084,0.6318,43,62.8
960,1720,0.0084,1.0151,21,38.1
480,800,0.0083,1.0087,41,51.2
520,320,0.0083,0.6453,65,63.1
520,760,0.0083,1.0142,41,46.3
600,520,0.0083,0.78,48,62.5
720,560,0.0083,0.6581,42,69.0
800,1800,0.0083,0.9459,21,42.9
880,800,0.0083,0.8755,30,70.0
880,1840,0.0083,1.0076,19,42.1
1000,800,0.0083,0.8754,30,73.3
1000,1720,0.0083,0.9441,20,40.0
160,680,0.0082,0.8593,67,38.8
200,1200,0.0082,0.7875,45,37.8
200,1400,0.0082,0.7875,39,41.0
600,280,0.0082,0.6322,63,63.5
760,1720,0.0082,0.8037,22,45.5
920,400,0.0082,0.7263,38,63.2
960,1680,0.0082,0.9936,22,45.5
960,1840,0.0082,1.0155,19,36.8
240,1240,0.0081,0.7876,42,38.1
360,840,0.0081,0.9967,45,46.7
360,1200,0.0081,0.7875,37,43.2
440,880,0.0081,1.0443,38,42.1
880,1600,0.0081,0.7815,23,47.8
920,760,0.0081,0.8754,30,73.3
920,1600,0.0081,0.7667,23,47.8
960,800,0.0081,0.8754,30,73.3
1000,1680,0.0081,1.0092,21,42.9
400,1280,0.008,0.7877,32,40.6
480,840,0.008,1.0337,37,43.2
560,520,0.008,0.6855,50,60.0
840,1640,0.008,0.9546,22,50.0
880,1760,0.008,1.0483,21,38.1
960,720,0.008,0.8754,30,70.0
960,760,0.008,0.8754,30,73.3
960,840,0.008,0.879,30,73.3
960,920,0.008,0.873,30,66.7
1000,920,0.008,0.8754,31,74.2
400,1360,0.0079,0.7879,30,40.0
600,880,0.0079,1.0557,36,44.4
880,1720,0.0079,0.9587,22,45.5
920,800,0.0079,0.8754,30,73.3
1000,1560,0.0079,0.7731,22,45.5
1000,1760,0.0079,0.9537,19,42.1
1000,1800,0.0079,1.0635,19,36.8
80,240,0.0078,1.0543,166,41.0
400,800,0.0078,1.0098,44,47.7
400,1320,0.0078,0.7879,30,36.7
480,1160,0.0078,0.7879,34,41.2
520,1120,0.0078,0.7879,33,39.4
560,1120,0.0078,0.7879,33,39.4
640,280,0.0078,0.5129,63,66.7
720,1680,0.0078,0.7283,23,43.5
920,440,0.0078,0.6874,37,64.9
920,1560,0.0078,0.7449,23,43.5
1000,760,0.0078,0.8754,30,73.3
200,1280,0.0077,0.7876,44,38.6
240,280,0.0077,0.8518,95,45.3
240,1200,0.0077,0.7876,42,38.1
280,1280,0.0077,0.7876,41,39.0
320,1280,0.0077,0.7875,39,41.0
520,880,0.0077,1.0416,36,47.2
600,320,0.0077,0.5087,60,63.3
720,680,0.0077,0.7084,39,56.4
880,840,0.0077,0.905,30,73.3
960,880,0.0077,0.8754,30,70.0
1000,880,0.0077,0.879,30,63.3
160,280,0.0076,0.9144,109,45.9
240,800,0.0076,0.9677,54,42.6
240,1400,0.0076,0.7876,36,38.9
440,1400,0.0076,0.7879,29,37.9
480,400,0.0076,0.5898,61,63.9
520,240,0.0076,0.6619,67,59.7
520,800,0.0076,1.0501,38,44.7
520,840,0.0076,1.0436,38,47.4
560,760,0.0076,1.0442,40,40.0
880,1640,0.0076,0.7823,22,45.5
920,880,0.0076,0.9265,31,74.2
1000,720,0.0076,0.8754,29,72.4
160,320,0.0075,0.9625,102,45.1
200,1160,0.0075,0.7875,50,36.0
320,1360,0.0075,0.7876,33,45.5
320,1400,0.0075,0.7876,33,39.4
440,240,0.0075,0.6409,72,61.1
720,440,0.0075,0.6927,45,66.7
760,880,0.0075,0.6407,31,45.2
920,840,0.0075,0.905,30,73.3
1000,1600,0.0075,0.7872,23,43.5
160,1320,0.0074,0.7876,50,38.0
200,320,0.0074,0.8692,89,48.3
240,760,0.0074,0.9582,55,45.5
360,1240,0.0074,0.7875,37,35.1
360,1280,0.0074,0.7876,36,33.3
440,1360,0.0074,0.7879,29,37.9
560,240,0.0074,0.6409,67,56.7
600,240,0.0074,0.6973,66,63.6
840,1680,0.0074,0.9014,22,45.5
840,1720,0.0074,0.8556,22,45.5
1000,1640,0.0074,0.8155,22,40.9
80,1360,0.0073,0.7756,64,28.1
240,1360,0.0073,0.7875,39,41.0
360,1120,0.0073,0.7875,37,45.9
480,1200,0.0073,0.7879,32,40.6
480,1240,0.0073,0.7879,30,46.7
480,1280,0.0073,0.7879,29,44.8
480,1320,0.0073,0.7879,28,39.3
520,1200,0.0073,0.7879,31,41.9
560,920,0.0073,1.0661,36,44.4
960,1600,0.0073,0.7924,23,43.5
960,1640,0.0073,0.8317,22,45.5
1000,840,0.0073,0.879,30,70.0
1000,1840,0.0073,1.0369,19,36.8
120,1320,0.0072,0.7875,55,34.5
200,280,0.0072,0.9542,102,50.0
200,800,0.0072,0.9577,59,44.1
280,1120,0.0072,0.7876,43,34.9
280,1400,0.0072,0.7876,35,37.1
400,1400,0.0072,0.7879,31,35.5
520,1160,0.0072,0.7879,32,40.6
560,320,0.0072,0.6303,62,61.3
600,920,0.0072,1.0762,35,48.6
680,480,0.0072,0.8569,45,62.2
760,1640,0.0072,0.8342,22,45.5
80,1400,0.0071,0.7886,59,33.9
280,1360,0.0071,0.7876,38,42.1
320,1320,0.0071,0.7876,35,42.9
360,1160,0.0071,0.7876,37,40.5
360,1440,0.0071,0.7879,32,31.2
480,1360,0.0071,0.788,28,39.3
720,1720,0.0071,0.8331,23,43.5
120,1360,0.007,0.8215,50,36.0
240,1120,0.007,0.7875,49,34.7
280,1240,0.007,0.7876,43,34.9
320,800,0.007,1.0092,49,42.9
320,1120,0.007,0.7876,38,42.1
360,800,0.007,0.9962,46,47.8
440,400,0.007,0.611,63,57.1
440,1240,0.007,0.7879,31,41.9
520,280,0.007,0.7023,66,60.6
560,880,0.007,1.0587,36,44.4
640,600,0.007,0.8367,42,64.3
640,800,0.007,1.0562,37,43.2
880,1680,0.007,0.7993,22,45.5
80,280,0.0069,1.0648,156,41.7
240,720,0.0069,0.9327,57,45.6
280,1200,0.0069,0.7876,42,38.1
360,280,0.0069,0.5755,77,55.8
360,1320,0.0069,0.7876,33,30.3
360,1360,0.0069,0.7877,32,28.1
440,1200,0.0069,0.7878,35,37.1
520,920,0.0069,1.0382,36,47.2
560,840,0.0069,1.0392,36,41.7
760,1680,0.0069,0.8968,22,40.9
920,1640,0.0069,0.8152,22,45.5
160,1360,0.0068,0.7876,48,35.4
200,1120,0.0068,0.7875,50,36.0
240,840,0.0068,0.9847,55,43.6
400,760,0.0068,0.9872,47,48.9
440,1320,0.0068,0.7878,29,41.4
480,1120,0.0068,0.7878,36,38.9
600,800,0.0068,1.0567,37,37.8
640,920,0.0068,1.0997,33,48.5
760,800,0.0068,1.1474,34,50.0
1000,960,0.0068,0.907,31,71.0
200,720,0.0067,0.8957,58,44.8
280,1160,0.0067,0.7875,42,38.1
320,840,0.0067,1.0042,50,48.0
360,1400,0.0067,0.7878,32,34.4
400,360,0.0067,0.6614,68,52.9
400,1160,0.0067,0.7876,37,37.8
560,800,0.0067,1.0422,37,40.5
600,760,0.0067,1.0422,38,42.1
160,720,0.0066,0.8883,64,39.1
240,1160,0.0066,0.7875,47,31.9
280,760,0.0066,0.9732,53,45.3
560,1160,0.0066,0.788,30,43.3
200,760,0.0065,0.9302,58,43.1
440,1280,0.0065,0.788,31,41.9
480,320,0.0065,0.6773,65,56.9
560,280,0.0065,0.7028,64,60.9
920,1680,0.0065,0.9238,22,45.5
