stage,fast,mid1,mid2,mid3,sharpe,expectancy,won,lost
stage1,240,1080,,,-0.005376,-2.005882,36,66
stage1,240,1200,,,-0.005425,-2.058500,35,65
stage1,240,1320,,,-0.005518,-2.090500,35,65
stage1,240,1440,,,-0.002385,-0.891414,35,64
stage1,240,1560,,,-0.000533,-0.340404,36,63
stage1,240,1680,,,-0.000872,-0.443878,35,63
stage1,240,1800,,,-0.001602,-0.659184,35,63
stage1,240,1920,,,-0.002654,-0.951531,35,63
stage1,300,120,,,-0.009448,-4.045238,28,56
stage1,300,240,,,-0.009448,-4.045238,28,56
stage1,300,360,,,-0.009448,-4.045238,28,56
stage1,300,480,,,-0.009448,-4.045238,28,56
stage1,300,600,,,-0.009448,-4.045238,28,56
stage1,300,720,,,-0.009448,-4.045238,28,56
stage1,300,840,,,-0.009448,-4.045238,28,56
stage1,300,960,,,-0.009448,-4.045238,28,56
stage1,300,1080,,,-0.009448,-4.045238,28,56
stage1,300,1200,,,-0.009448,-4.045238,28,56
stage1,300,1320,,,-0.009618,-4.164458,27,56
stage1,300,1440,,,-0.009334,-4.042169,27,56
stage1,300,1560,,,-0.006088,-2.328049,28,54
stage1,300,1680,,,-0.006574,-2.527160,27,54
stage1,300,1800,,,-0.007328,-2.793210,27,54
stage1,300,1920,,,-0.008512,-3.146914,27,54
stage1,360,120,,,-0.015417,-7.103896,19,58
stage1,360,240,,,-0.015417,-7.103896,19,58
stage1,360,360,,,-0.015417,-7.103896,19,58
stage1,360,480,,,-0.015417,-7.103896,19,58
stage1,360,600,,,-0.015417,-7.103896,19,58
stage1,360,720,,,-0.015417,-7.103896,19,58
stage1,360,840,,,-0.015417,-7.103896,19,58
stage1,360,960,,,-0.015417,-7.103896,19,58
stage1,360,1080,,,-0.015417,-7.103896,19,58
stage1,360,1200,,,-0.015417,-7.103896,19,58
stage1,360,1320,,,-0.015417,-7.103896,19,58
stage1,360,1440,,,-0.015417,-7.103896,19,58
stage1,360,1560,,,-0.013823,-5.521711,20,56
stage1,360,1680,,,-0.013962,-5.638000,19,56
stage1,360,1800,,,-0.014352,-5.784667,19,56
stage1,360,1920,,,-0.015661,-6.166667,18,57
stage1,420,120,,,-0.011549,-5.919672,16,45
stage1,420,240,,,-0.011549,-5.919672,16,45
stage1,420,360,,,-0.011549,-5.919672,16,45
stage1,420,480,,,-0.011549,-5.919672,16,45
stage1,420,600,,,-0.011549,-5.919672,16,45
stage1,420,720,,,-0.011549,-5.919672,16,45
stage1,420,840,,,-0.011549,-5.919672,16,45
stage1,420,960,,,-0.011549,-5.919672,16,45
stage1,420,1080,,,-0.011549,-5.919672,16,45
stage1,420,1200,,,-0.011549,-5.919672,16,45
stage1,420,1320,,,-0.011549,-5.919672,16,45
stage1,420,1440,,,-0.011549,-5.919672,16,45
stage1,420,1560,,,-0.011549,-5.919672,16,45
stage1,420,1680,,,-0.011549,-5.919672,16,45
stage1,420,1800,,,-0.011817,-6.048361,15,46
stage1,420,1920,,,-0.013031,-6.518033,15,46
stage1,480,120,,,-0.012580,-6.550862,17,41
stage1,480,240,,,-0.012580,-6.550862,17,41
stage1,480,360,,,-0.012580,-6.550862,17,41
stage1,480,480,,,-0.012580,-6.550862,17,41
stage1,480,600,,,-0.012580,-6.550862,17,41
stage1,480,720,,,-0.012580,-6.550862,17,41
stage1,480,840,,,-0.012580,-6.550862,17,41
stage1,480,960,,,-0.012580,-6.550862,17,41
stage1,480,1080,,,-0.012580,-6.550862,17,41
stage1,480,1200,,,-0.012580,-6.550862,17,41
stage1,480,1320,,,-0.012580,-6.550862,17,41
stage1,480,1440,,,-0.012580,-6.550862,17,41
stage1,480,1560,,,-0.012580,-6.550862,17,41
stage1,480,1680,,,-0.012580,-6.550862,17,41
stage1,480,1800,,,-0.012580,-6.550862,17,41
stage1,480,1920,,,-0.012580,-6.550862,17,41
stage1,540,120,,,-0.011293,-6.910204,11,38
stage1,540,240,,,-0.011293,-6.910204,11,38
stage1,540,360,,,-0.011293,-6.910204,11,38
stage1,540,480,,,-0.011293,-6.910204,11,38
stage1,540,600,,,-0.011293,-6.910204,11,38
stage1,540,720,,,-0.011293,-6.910204,11,38
stage1,540,840,,,-0.011293,-6.910204,11,38
stage1,540,960,,,-0.011293,-6.910204,11,38
stage1,540,1080,,,-0.011293,-6.910204,11,38
stage1,540,1200,,,-0.011293,-6.910204,11,38
stage1,540,1320,,,-0.011293,-6.910204,11,38
stage1,540,1440,,,-0.011293,-6.910204,11,38
stage1,540,1560,,,-0.011293,-6.910204,11,38
stage1,540,1680,,,-0.011293,-6.910204,11,38
stage1,540,1800,,,-0.011293,-6.910204,11,38
stage1,540,1920,,,-0.011293,-6.910204,11,38
stage1,600,120,,,-0.007913,-4.986957,14,32
stage1,600,240,,,-0.007913,-4.986957,14,32
stage1,600,360,,,-0.007913,-4.986957,14,32
stage1,600,480,,,-0.007913,-4.986957,14,32
stage1,600,600,,,-0.007913,-4.986957,14,32
stage1,600,720,,,-0.007913,-4.986957,14,32
stage1,600,840,,,-0.007913,-4.986957,14,32
stage1,600,960,,,-0.007913,-4.986957,14,32
stage1,600,1080,,,-0.007913,-4.986957,14,32
stage1,600,1200,,,-0.007913,-4.986957,14,32
stage1,600,1320,,,-0.007913,-4.986957,14,32
stage1,600,1440,,,-0.007913,-4.986957,14,32
stage1,600,1560,,,-0.007913,-4.986957,14,32
stage1,600,1680,,,-0.007913,-4.986957,14,32
stage1,600,1800,,,-0.007913,-4.986957,14,32
stage1,600,1920,,,-0.007913,-4.986957,14,32
stage1,660,120,,,-0.006574,-5.447143,13,22
stage1,660,240,,,-0.006574,-5.447143,13,22
stage1,660,360,,,-0.006574,-5.447143,13,22
stage1,660,480,,,-0.006574,-5.447143,13,22
stage1,660,600,,,-0.006574,-5.447143,13,22
stage1,660,720,,,-0.006574,-5.447143,13,22
stage1,660,840,,,-0.006574,-5.447143,13,22
stage1,660,960,,,-0.006574,-5.447143,13,22
stage1,660,1080,,,-0.006574,-5.447143,13,22
stage1,660,1200,,,-0.006574,-5.447143,13,22
stage1,660,1320,,,-0.006574,-5.447143,13,22
stage1,660,1440,,,-0.006574,-5.447143,13,22
stage1,660,1560,,,-0.006574,-5.447143,13,22
stage1,660,1680,,,-0.006574,-5.447143,13,22
stage1,660,1800,,,-0.006574,-5.447143,13,22
stage1,660,1920,,,-0.006574,-5.447143,13,22
stage1,720,120,,,-0.003837,-3.820000,11,19
stage1,720,240,,,-0.003837,-3.820000,11,19
stage1,720,360,,,-0.003837,-3.820000,11,19
stage1,720,480,,,-0.003837,-3.820000,11,19
stage1,720,600,,,-0.003837,-3.820000,11,19
stage1,720,720,,,-0.003837,-3.820000,11,19
stage1,720,840,,,-0.003837,-3.820000,11,19
stage1,720,960,,,-0.003837,-3.820000,11,19
stage1,720,1080,,,-0.003837,-3.820000,11,19
stage1,720,1200,,,-0.003837,-3.820000,11,19
stage1,720,1320,,,-0.003837,-3.820000,11,19
stage1,720,1440,,,-0.003837,-3.820000,11,19
stage1,720,1560,,,-0.003837,-3.820000,11,19
stage1,720,1680,,,-0.003837,-3.820000,11,19
stage1,720,1800,,,-0.003837,-3.820000,11,19
stage1,720,1920,,,-0.003837,-3.820000,11,19
stage1,780,120,,,-0.007989,-8.450000,8,20
stage1,780,240,,,-0.007989,-8.450000,8,20
stage1,780,360,,,-0.007989,-8.450000,8,20
stage1,780,480,,,-0.007989,-8.450000,8,20
stage1,780,600,,,-0.007989,-8.450000,8,20
stage1,780,720,,,-0.007989,-8.450000,8,20
stage1,780,840,,,-0.007989,-8.450000,8,20
stage1,780,960,,,-0.007989,-8.450000,8,20
stage1,780,1080,,,-0.007989,-8.450000,8,20
stage1,780,1200,,,-0.007989,-8.450000,8,20
stage1,780,1320,,,-0.007989,-8.450000,8,20
stage1,780,1440,,,-0.007989,-8.450000,8,20
stage1,780,1560,,,-0.007989,-8.450000,8,20
stage1,780,1680,,,-0.007989,-8.450000,8,20
stage1,780,1800,,,-0.007989,-8.450000,8,20
stage1,780,1920,,,-0.007989,-8.450000,8,20
stage1,840,120,,,-0.008081,-8.607143,9,19
stage1,840,240,,,-0.008081,-8.607143,9,19
stage1,840,360,,,-0.008081,-8.607143,9,19
stage1,840,480,,,-0.008081,-8.607143,9,19
stage1,840,600,,,-0.008081,-8.607143,9,19
stage1,840,720,,,-0.008081,-8.607143,9,19
stage1,840,840,,,-0.008081,-8.607143,9,19
stage1,840,960,,,-0.008081,-8.607143,9,19
stage1,840,1080,,,-0.008081,-8.607143,9,19
stage1,840,1200,,,-0.008081,-8.607143,9,19
stage1,840,1320,,,-0.008081,-8.607143,9,19
stage1,840,1440,,,-0.008081,-8.607143,9,19
stage1,840,1560,,,-0.008081,-8.607143,9,19
stage1,840,1680,,,-0.008081,-8.607143,9,19
stage1,840,1800,,,-0.008081,-8.607143,9,19
stage1,840,1920,,,-0.008081,-8.607143,9,19
stage1,900,120,,,-0.008253,-9.600000,7,16
stage1,900,240,,,-0.008253,-9.600000,7,16
stage1,900,360,,,-0.008253,-9.600000,7,16
stage1,900,480,,,-0.008253,-9.600000,7,16
stage1,900,600,,,-0.008253,-9.600000,7,16
stage1,900,720,,,-0.008253,-9.600000,7,16
stage1,900,840,,,-0.008253,-9.600000,7,16
stage1,900,960,,,-0.008253,-9.600000,7,16
stage1,900,1080,,,-0.008253,-9.600000,7,16
stage1,900,1200,,,-0.008253,-9.600000,7,16
stage1,900,1320,,,-0.008253,-9.600000,7,16
stage1,900,1440,,,-0.008253,-9.600000,7,16
stage1,900,1560,,,-0.008253,-9.600000,7,16
stage1,900,1680,,,-0.008253,-9.600000,7,16
stage1,900,1800,,,-0.008253,-9.600000,7,16
stage1,900,1920,,,-0.008253,-9.600000,7,16
stage1,960,120,,,-0.005003,-5.769565,8,15
stage1,960,240,,,-0.005003,-5.769565,8,15
stage1,960,360,,,-0.005003,-5.769565,8,15
stage1,960,480,,,-0.005003,-5.769565,8,15
stage1,960,600,,,-0.005003,-5.769565,8,15
stage1,960,720,,,-0.005003,-5.769565,8,15
stage1,960,840,,,-0.005003,-5.769565,8,15
stage1,960,960,,,-0.005003,-5.769565,8,15
stage1,960,1080,,,-0.005003,-5.769565,8,15
stage1,960,1200,,,-0.005003,-5.769565,8,15
stage1,960,1320,,,-0.005003,-5.769565,8,15
stage1,960,1440,,,-0.005003,-5.769565,8,15
stage1,960,1560,,,-0.005003,-5.769565,8,15
stage1,960,1680,,,-0.005003,-5.769565,8,15
stage1,960,1800,,,-0.005003,-5.769565,8,15
stage1,960,1920,,,-0.005003,-5.769565,8,15
stage2,60,1680,120,240,0.005824,0.561029,112,160
stage2,60,1680,120,300,0.003358,0.380851,99,136
stage2,60,1680,180,240,0.005527,0.521043,113,165
stage2,60,1680,180,300,0.003240,0.358921,102,139
stage2,60,1560,120,240,0.005671,0.545238,113,160
stage2,60,1560,120,300,0.002870,0.322458,99,137
stage2,60,1560,180,240,0.005364,0.504659,114,165
stage2,60,1560,180,300,0.002754,0.302066,102,140
stage2,60,1800,120,240,0.005029,0.483395,112,159
stage2,60,1800,120,300,0.002636,0.295940,99,135
stage2,60,1800,180,240,0.004703,0.442058,113,164
stage2,60,1800,180,300,0.002491,0.272708,102,138
stage2,60,1920,120,240,0.004020,0.374444,111,159
stage2,60,1920,120,300,0.001435,0.149785,98,135
stage2,60,1920,180,240,0.003706,0.337138,112,164
stage2,60,1920,180,300,0.001309,0.132218,101,138
stage2,180,1680,360,720,0.003148,0.638559,42,76
stage2,180,1680,360,900,0.000639,0.008036,36,76
stage2,180,1680,540,720,0.003115,0.646983,41,75
stage2,180,1680,540,900,0.000699,0.023853,34,75
